_id,name,building,wkt_geom
676,ssw_corr,I,"Polygon ((7.65802318501489765 45.06507431386309293, 7.65811873931446474 45.06503852890349293, 7.65810459976245905 45.06501716100101618, 7.65813081739906831 45.06500838655005481, 7.65812722304566229 45.06500172642462587, 7.65816887525866008 45.06498666185521529, 7.65815155100382228 45.06496217532264126, 7.65798629003434606 45.06502124429221823, 7.65802318501489765 45.06507431386309293))"
677,sse_corr,I,"Polygon ((7.65815251566485777 45.06496199031923311, 7.65816940384005296 45.06498627863379625, 7.65821187535419767 45.06497150478414682, 7.6582154697076037 45.06497721346308083, 7.65824263879070344 45.06496812186329493, 7.65825759764384806 45.06499016370696609, 7.65835395803001706 45.06495570020079811, 7.65831785592153924 45.06490289492060697, 7.65815251566485777 45.06496199031923311))"
678,se_corr,I,"Polygon ((7.65835464518581421 45.06495601734964396, 7.65830850003105912 45.06497245623066306, 7.65835607235555216 45.06504011464772219, 7.65850661233350483 45.06498482503505443, 7.65848842913392058 45.06495670450546953, 7.65841421630771091 45.06498334500718528, 7.65840174178706601 45.064967064700582, 7.65836981547151741 45.06497869349101393, 7.65835464518581421 45.06495601734964396))"
679,2i_corr,I,"Polygon ((7.65850692948233291 45.06498514218391449, 7.65845851142762601 45.06500311395094371, 7.65850222510802325 45.06506453510765198, 7.65851565107515775 45.06505919643568348, 7.65854498734192735 45.06509979148593459, 7.65857871083418207 45.06508726410715582, 7.65850692948233291 45.06498514218391449))"
680,4i_corr,I,"Polygon ((7.65857913369928855 45.06508853270245396, 7.65853142922945018 45.06510690090553339, 7.65857316072965943 45.06516660417278075, 7.65858870102232903 45.06516121264266417, 7.6586180901472396 45.06520328772076311, 7.65860307843595489 45.06520809781133607, 7.65863178040506654 45.06524953859179305, 7.65864774356284261 45.06524493993376979, 7.65865905520444556 45.06526106166596435, 7.65869320156180855 45.06524875893425985, 7.65857913369928855 45.06508853270245396))"
681,6i_corr,I,"Polygon ((7.65866101095556839 45.06526398207810757, 7.65867422549015409 45.06528137240560028, 7.65865947806956093 45.06528639392874425, 7.65870091885000548 45.06534691649714119, 7.6587159834194285 45.06534067923681874, 7.6587445268141261 45.06538153857773921, 7.65877925461100606 45.06536922263150302, 7.65869653162452302 45.06525124326677201, 7.65866101095556839 45.06526398207810757))"
682,8i_corr,I,"Polygon ((7.65882465975183191 45.06543228239050336, 7.65879040767819674 45.06544512691812088, 7.65881884535661772 45.06548514052884258, 7.65880399221974884 45.0654910606403547, 7.65884659587923888 45.0655506846203906, 7.65886150187424697 45.06554476450889979, 7.65887302494840405 45.06556051623412174, 7.6589073298801793 45.06554666740186832, 7.65882465975183191 45.06543228239050336))"
683,10i_corr,I,"Polygon ((7.65887492784138679 45.06556352914797259, 7.65888734950389694 45.06557991517087203, 7.65887186206936743 45.06558546527539733, 7.65888898810618191 45.06561004430973583, 7.65890500412209452 45.06560528707726121, 7.65894586346302031 45.06566290244804662, 7.65898053840176196 45.06564915933208226, 7.65890854561736223 45.0655506317622212, 7.65887492784138679 45.06556352914797259))"
684,12i_corr,I,"Polygon ((7.65898090840873191 45.06564995220417558, 7.65894723777461817 45.06566374817827381, 7.65895865513249774 45.06567976419417931, 7.65894670919323595 45.06568462714290035, 7.65897831835995646 45.06572849939772851, 7.6589895242852819 45.06572427074666365, 7.6590623627998955 45.06582480692576098, 7.6590970377386407 45.06581153953302987, 7.65898090840873191 45.06564995220417558))"
685,ne_corr,I,"Polygon ((7.6590974606037463 45.06581280812835644, 7.65894440986422431 45.06587103136772754, 7.65899208790499575 45.06593742118947432, 7.65907158654503917 45.06590866636223325, 7.65904373030614494 45.06586918133289998, 7.65911852457187603 45.06584217082420452, 7.6590974606037463 45.06581280812835644))"
686,nne_corr,I,"Polygon ((7.6588825129842526 45.06600544961350607, 7.65889519893745252 45.06602342138052819, 7.65906667073817982 45.06596052019594367, 7.65903907878997536 45.06592129945732239, 7.65893917690853954 45.06595808872158671, 7.65895392432913358 45.06597939055134816, 7.6588825129842526 45.06600544961350607))"
687,nnw_corr,I,"Polygon ((7.65889427392003608 45.06602371210041724, 7.65888206369008184 45.06600560818804269, 7.65881025590916842 45.066031931540941, 7.65879471561650416 45.06600867396007715, 7.6586947608769318 45.0660466261034145, 7.65872266997396878 45.06608626970717779, 7.65889427392003608 45.06602371210041724))"
688,nw_corr,I,"Polygon ((7.65874037745030645 45.06602775574807396, 7.65869301655836843 45.06596168307516592, 7.65854057368743657 45.066018558431999, 7.65856065978000178 45.06604541036627154, 7.65863349829461537 45.06601887558084485, 7.6586620416893112 45.06605841346830488, 7.65874037745030645 45.06602775574807396))"
689,11i_corr,I,"Polygon ((7.65847508245405262 45.06583577498967941, 7.65839516094890538 45.06586511125644279, 7.658426770115625 45.06590951209263807, 7.6584581678497905 45.06589777758593129, 7.65854065958191832 45.06601826110500042, 7.65858883977500504 45.06599982022200379, 7.65847508245405262 45.06583577498967941))"
690,9i_corr,I,"Polygon ((7.6584382469389185 45.06584690162783602, 7.65836910849399466 45.0657473697533888, 7.65832613482753022 45.06576322719487138, 7.6583947446910754 45.06586344622512996, 7.6584382469389185 45.06584690162783602))"
691,7i_corr,I,"Polygon ((7.65836757560798276 45.06574520256972249, 7.65829225276086589 45.06563520478385954, 7.65824980767579166 45.06565037506956628, 7.6583248662322152 45.06576116572750124, 7.65836757560798276 45.06574520256972249))"
692,sw_toilet,I,"Polygon ((7.6580118525845764 45.06512322072249788, 7.65800145847876035 45.06510678353190968, 7.65803239907281874 45.06509566425592084, 7.65800496346793036 45.06505698851334785, 7.65787419111335144 45.0651040037129178, 7.65790126413315342 45.065142800317183, 7.6579332924824719 45.06513059328592874, 7.65794634554559117 45.06514751392330709, 7.6580118525845764 45.06512322072249788))"
693,se_toilet,I,"Polygon ((7.65841571194023985 45.06498018090584168, 7.65848629517043644 45.06495498124235155, 7.65844725684277705 45.06489896184645261, 7.658345370433433 45.06493600595612747, 7.65837274560747527 45.06497462126785791, 7.65840362577068579 45.06496356242270451, 7.65841571194023985 45.06498018090584168))"
694,ne_toilet,I,"Polygon ((7.6590711449151776 45.06595970451742517, 7.65917411907977996 45.06592157265248488, 7.65913628936907465 45.06586754747458912, 7.65906552484633529 45.06589310972317719, 7.65907718799995596 45.06591039294564638, 7.6590447970655493 45.06592259997689354, 7.6590711449151776 45.06595970451742517))"
695,nw_toilet,I,"Polygon ((7.65864861242755168 45.06604497244365604, 7.65857815005904907 45.06607035339971645, 7.65861658407823231 45.06612449943931864, 7.65871810790248908 45.06608679059031175, 7.65869176005286079 45.06605101552842996, 7.65865936911845502 45.06606285997459338, 7.65864861242755168 45.06604497244365604))"
696,general,,NULL
